,full address,NPI,Site Name,Address,Room/Suite,Town/City,CountyFIPS,County Name,State,Zip Code,Latitude,Longitude,Area code,Phone number,Designated Service,License Number/Facility Operating Certificate,PFI,Medicaid Provider Identification Number,Commercial Provider Indicator,Medicaid Provider Indicator,CHP Indicator,HARP Indicator,Medicaid Advantage Indicator,Partial CAPS Indicator,MAP Indicator,PACE Indicator,FIDA Indicator,FIDAIDD Indicator,HIVSNP Indicator=,SIP-PL Indicator,NYSOH Standard Essential Health Plan (EP) Indicator/Basic Health Program Indicator,NYSOH EP Plus Adult Vision/Dental Indicator/Basic Health Program Adult Indicator,Commercial Non-MCO Medical Indicator 1,Commercial Non-MCO Medical Indicator 2,Commercial Non-MCO Medical Indicator 3,Commercial Non-MCO Medical Indicator 4,Commercial Non-MCO Medical Indicator 5,Commercial Non-MCO Medical Indicator 6,Commercial Non-MCO Medical Indicator 7,Commercial Non-MCO Medical Indicator 8,Service 1,Service 2,Service 3,Service 4,Service 5,Service 6,Service 7,Service 8,Service 9,Service 10,Service 11,Service 12,Service 13,Service 14,Service 15,Service 16,Service 17,Service 18,Service 19,Service 20,Service 21,Service 22,Service 23,Service 24,Service 25,NYSoH Medical Network Indicator 1,NYSoH Medical Network Indicator 2,NYSoH Medical Network Indicator 3,NYSoH Medical Network Indicator 4,NYSoH Medical Network Indicator 5,NYSoH Medical Network Indicator 6,NYSoH Medical Network Indicator 7,NYSoH Medical Network Indicator 8,NYSoH Medical Network Indicator 9,Servicing County 1,Servicing County 2,Servicing County 3,Servicing County 4,Servicing County 5,OASAS Program Reporting Unit Number,OASAS Provider Number,OMH ID,Plan Name,Provider Network Data System Identification Number,Quarter/Year,geometry,type
64,"1148 E TREMONT AVE, BRONX, NY 10460",1922345768,181ST STREET MEDICAL,1148 E TREMONT AVE,,BRONX,36005,Bronx,NY,10460,40.839756,-73.875452,347,7566000,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Jefferson-Lewis Et. Al. School Employees’ Healthcare Plan DBA Jefferson Lewis Choice Plus Network,212,Quarter 1 2021,POINT (310504.14567491185 74751.681657164),NPI-2
65,"1150 3RD AVE City Medical of Midt, NEW YORK, NY 10065",1467796771,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",1150 3RD AVE,City Medical of Midt,NEW YORK,36061,New York,NY,10065,40.766872,-73.962893,212,9330007,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc. (HIV/SNP)",95,Quarter 1 2021,POINT (303132.94909559516 66651.14219682869),NPI-2
67,"1150 PARK AVE, NEW YORK, NY 10128",1255375986,MOUNT SINAI ELMHURST FCLTY PRAC G,1150 PARK AVE,,NEW YORK,36061,New York,NY,10128,40.78386,-73.954854,212,8315000,914,,,99999999,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (303810.71546033537 68537.95986043721),NPI-2
71,"11506 BEACH CHANNEL DR Suite 101, ROCKAWAY PARK, NY 11694",1851663926,PENINSULA MEDICAL CARE PLLC,11506 BEACH CHANNEL DR,Suite 101,ROCKAWAY PARK,36081,Queens,NY,11694,40.58211,-73.837734,718,4747744,250,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Aetna Life Insurance Company: Broad PPO,2,Quarter 1 2021,POINT (313738.2375100255 46145.824580176326),NPI-2
73,"11520 LIBERTY AVE, SOUTH RICHMOND, NY 11419",1366835332,ALLMED URGENT CARE,11520 LIBERTY AVE,,SOUTH RICHMOND,36081,Queens,NY,11419,40.685636,-73.827425,718,6590400,823,0,999999,88888888,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,355,599,823,996,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"HealthPlus HP, LLC",128,Quarter 1 2021,POINT (314588.3873669921 57643.742017815945),NPI-2
75,"11620 QUEENS BLVD STE B, FOREST HILLS, NY 11375",1356731202,HP MEDICAL CARE,11620 QUEENS BLVD,STE B,FOREST HILLS,36081,Queens,NY,11375,40.715757,-73.833656,718,4011510,823,259649,999999,88888888,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"HealthPlus HP, LLC",128,Quarter 1 2021,POINT (314055.3038338939 60987.593842991555),NPI-2
79,"1167 WANTAGH AVE, COLLEGE POINT, NY 11356",1285975797,"PROHEALTH URGENT CARE MEDICINE, PLLC",1167 WANTAGH AVE,,COLLEGE POINT,36081,Queens,NY,11356,40.78461,-73.841249,917,2852158,823,,,6106376,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Affinity Health Plan, Inc.",6,Quarter 1 2021,POINT (313399.867804186 68632.42258490613),NPI-2
80,"1169 LIBERTY AVE, BROOKLYN, NY 11208",1932590601,MODERN MD URGENT CARE,1169 LIBERTY AVE,,BROOKLYN,36047,Kings,NY,11208,40.678971,-73.866204,646,6048180,823,0,999999,4197435,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Amida Care, Inc.",11,Quarter 1 2021,POINT (311311.39046233793 56897.869992117274),NPI-2
83,"118 SAINT NICHOLAS AVE, BROOKLYN, NY 11237",1205868528,SUNY DOWNSTATE MED CENTER,118 SAINT NICHOLAS AVE,,BROOKLYN,36047,Kings,NY,11237,40.705411,-73.918385,718,7842500,914,7142,,4075554,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (306897.15932931675 59828.54390509406),NPI-2
84,"1184 5TH AVE KP-7, NEW YORK, NY 10029",1255375986,MOUNT SINAI ELMHURST FCLTY PRAC G,1184 5TH AVE KP-7,,NEW YORK,36061,New York,NY,10029,40.794402,-73.941568,212,2414569,914,,,99999999,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (304931.3951651866 69709.30417720604),NPI-2
87,"121 DEKALB AVE, BROOKLYN, NY 11201",1326046467,BROOKLYN HOSPITAL CENTER,121 DEKALB AVE,,BROOKLYN,36047,Kings,NY,11201,40.689932,-73.977525,718,2508000,11,7001003H,1288,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,899,20,70,75,92,153,161,170,200,205,302,408,599,640,650,652,821,901,906,911,913,933,934,966,993,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Oxford Health Plans (NY), Inc.: Metro",143,Quarter 1 2021,POINT (301899.7617411758 58106.65173751359),NPI-2
88,"1210 WEBSTER AVE, BRONX, NY 10456",1487177572,AFC URGENT CARE,1210 WEBSTER AVE,,BRONX,36005,Bronx,NY,10456,40.831704,-73.909694,646,6277747,823,0,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,0,0,0,0,0,0,999,999,999,999,999,,,,Oscar Insurance Corp.,75,Quarter 1 2021,POINT (307617.1562175431 73853.96057493823),NPI-2
89,"1218 PROSPECT PL, BROOKLYN, NY 11213",1043224355,KINGS COUNTY HOSPITAL-PROF FEE,1218 PROSPECT PL,,BROOKLYN,36047,Kings,NY,11213,40.673395,-73.935867,646,6159953,914,267217,,246117,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (305422.3875564061 56272.00176025917),NPI-2
90,"1225 GERARD AVE, BRONX, NY 10452",1043224355,KINGS COUNTY HOSPITAL-PROF FEE,1225 GERARD AVE,,BRONX,36005,Bronx,NY,10452,40.836298,-73.919951,718,9602781,914,267217,,246117,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (306751.5271243536 74363.28082851984),NPI-2
91,"1235 LINDEN BLVD, BROOKLYN, NY 11212",1104112838,KINGSBROOK MEDICAL ASSOCIATES,1235 LINDEN BLVD,,BROOKLYN,36047,Kings,NY,11212,40.654446,-73.912822,718,6045000,914,7001002H,9659,3377626,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (307372.9209329093 54169.44894745815),NPI-2
92,"1243 FULTON ST, BROOKLYN, NY 11216",1417517012,CITY MED OF UPPER E SIDE,1243 FULTON ST,,BROOKLYN,36047,Kings,NY,11216,40.680656,-73.951933,516,7834600,823,0,999999,99999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Empire BC/ Empire BCBS/ Empire HealthChoice HMO Inc,57,Quarter 1 2021,POINT (304063.5761363328 57077.44683619346),NPI-2
93,"1248 FULTON ST, BROOKLYN, NY 11216",1932590601,MODERN MD URGENT CARE,1248 FULTON ST,,BROOKLYN,36047,Kings,NY,11216,40.680315,-73.950676,646,6048130,823,8888888,8888,4197435,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Amida Care, Inc.",11,Quarter 1 2021,POINT (304169.86432308354 57039.638822627596),NPI-2
97,"125 E 86TH ST, NEW YORK, NY 10028",1083814974,TAKE CARE MED HLTH NY PC,125 E 86TH ST,,NEW YORK,36061,New York,NY,10028,40.779802,-73.955927,888,5356963,823,,999999,88888888,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"HealthPlus HP, LLC",128,Quarter 1 2021,POINT (303720.37116084323 68087.2768920343),NPI-2
98,"125 GREAVES LN, STATEN ISLAND, NY 10308",1033536297,NORTHWELL HEALTH GOHEALTH URGENT CARE,125 GREAVES LN,,STATEN ISLAND,36085,Richmond,NY,10308,40.553857,-74.14487,718,5028763,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Cigna Health and Life Insurance Company, Inc: Medical OAP Network",165,Quarter 1 2021,POINT (287729.4584907354 43005.80803909881),NPI-2
99,"12507 LIBERTY AVE, SOUTH RICHMOND, NY 11419",1386957546,URGENT CARE OF RICHMOND HILL,12507 LIBERTY AVE,,SOUTH RICHMOND,36081,Queens,NY,11419,40.688327,-73.819198,718,8458900,823,,,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,0,0,0,0,0,0,999,999,999,999,999,,,,Oscar Insurance Corp.,75,Quarter 1 2021,POINT (315283.22784725437 57943.97528750384),NPI-2
101,"1268 E 14TH ST, BROOKLYN, NY 11230",1184066698,UNION MEDICAL CARE PLLC,1268 E 14TH ST,,BROOKLYN,36047,Kings,NY,11230,40.618077,-73.961156,718,6863344,823,0,,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Empire Healthchoice Assurance, Inc",100,Quarter 1 2021,POINT (303286.9562749 50127.82085758642),NPI-2
102,"1268 WHITE PLAINS RD, BRONX, NY 10472",1750712220,210 MJD PRECISION URGENT CARE,1268 WHITE PLAINS RD,,BRONX,36005,Bronx,NY,10472,40.831386,-73.861827,929,3322595,999,,0,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Consolidated Health Plans: MagnaCare,169,Quarter 1 2021,POINT (311654.7209285953 73823.9198819867),NPI-2
103,"1273 CONEY ISLAND AVE, BROOKLYN, NY 11230",1073645180,PM PEDIATRICS OF MAMARONECK,1273 CONEY ISLAND AVE,,BROOKLYN,36047,Kings,NY,11230,40.626508,-73.965249,718,2535437,823,99999999,999999,3575046,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Affinity Health Plan, Inc.",6,Quarter 1 2021,POINT (302940.23644650035 51063.91263811755),NPI-2
104,"1275 YORK AVE, NEW YORK, NY 10065",1700887411,MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,1275 YORK AVE,,NEW YORK,36061,New York,NY,10065,40.764185,-73.955904,212,6392000,11,7002020H,1453,243467,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,131,135,200,250,281,283,300,301,302,307,311,999,482,516,521,524,599,674,680,760,780,781,899,902,903,0,1,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Health Insurance Plan of Greater New York, Inc.",50,Quarter 1 2021,POINT (303723.1859424618 66353.0287830332),NPI-2
105,"1276 FULTON AVE Floor 5,6,, BRONX, NY 10456",1083796213,BRONX-LEBANON HOSPITAL CENTER - FULTON DIVISION,1276 FULTON AVE,"Floor 5,6,",BRONX,36005,Bronx,NY,10456,40.831784,-73.903529,718,9927669,11,7000001H,1164,476022,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,200,300,375,405,516,751,754,780,781,822,824,901,922,964,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,999,999,999,999,999,309,85190,006057100A,New York Quality Healthcare Corporation,44,Quarter 1 2021,POINT (308137.1550023107 73863.39993160471),NPI-2
107,"1280 DEKALB AVE, BROOKLYN, NY 11221",1205868528,SUNY DOWNSTATE MED CENTER,1280 DEKALB AVE,,BROOKLYN,36047,Kings,NY,11221,40.697196,-73.925994,914,9844451,914,7142,,4075554,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (306254.905158172 58915.711606020166),NPI-2
108,"1283 YORK AVE, NEW YORK, NY 10065",1699289488,TRUSTEES COLUMBIA - ER,1283 YORK AVE,,NEW YORK,36061,New York,NY,10065,40.764206,-73.955889,212,3054565,914,,,5066633,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (303724.4512803353 66355.36144469536),NPI-2
111,"1301 AVENUE J, BROOKLYN, NY 11230",1730180084,BROOKLYN EYE SURGERY CENTER,1301 AVENUE J,,BROOKLYN,36047,Kings,NY,11230,40.625136,-73.963084,718,6450600,321,7001272R,3882,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,823,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Consolidated Health Plans: PHCS/Multiplan,170,Quarter 1 2021,POINT (303123.4786022478 50911.631350938886),NPI-2
112,"1305 KINGS HWY City Medical of Midw, BROOKLYN, NY 11229",1831586437,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",1305 KINGS HWY,City Medical of Midw,BROOKLYN,36047,Kings,NY,11229,40.608238,-73.959892,718,2805172,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc. (HIV/SNP)",95,Quarter 1 2021,POINT (303394.41711435514 49035.27792633691),NPI-2
114,"1305 YORK AVE FL 9, NEW YORK, NY 10021",1205882586,WMC CORNELL EMERGENCY PHYSICIANS,1305 YORK AVE,FL 9,NEW YORK,36061,New York,NY,10021,40.765384,-73.955015,646,9623376,914,,,2424019,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (303798.17952203937 66486.21443078216),NPI-2
115,"131 8TH AVE, NEW YORK, NY 10011",1083814974,TAKE CARE MED HLTH NY PC,131 8TH AVE,,NEW YORK,36061,New York,NY,10011,40.741532,-74.001423,888,5356963,823,,999999,88888888,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"HealthPlus HP, LLC",128,Quarter 1 2021,POINT (299879.7876965316 63836.501234544696),NPI-2
116,"132 MONTAGUE ST, BROOKLYN, NY 11201",1063531929,ROCHESTER GENERAL HOSP-PROF FEES,132 MONTAGUE ST,,BROOKLYN,36047,Kings,NY,11201,40.694572,-73.994024,718,8521149,914,2701003H,,3000520,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (300505.09359898546 58621.68536357106),NPI-2
117,"1320 30TH AVE, ASTORIA, NY 11102",1942543889,MOUNT SINAI DOCTORS QUEENS,1320 30TH AVE,,ASTORIA,36081,Queens,NY,11102,40.770855,-73.930245,718,8087500,823,,,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,1,1,0,0,0,0,0,0,999,999,999,999,999,,,,Oscar Insurance Corp.,75,Quarter 1 2021,POINT (305889.0920819444 67095.13493948788),NPI-2
118,"13201 14TH AVE, COLLEGE POINT, NY 11356",1285975797,COLLEGE POINT URGENT CARE,13201 14TH AVE,,COLLEGE POINT,36081,Queens,NY,11356,40.78641,-73.836137,917,2852158,823,0,999999,6106376,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Partners Health Plan,78,Quarter 1 2021,POINT (313830.9881665235 68833.10589481326),NPI-2
121,"13336 41ST RD STE 1, FLUSHING, NY 11355",1255375986,MOUNT SINAI ELMHURST FCLTY PRAC G,13336 41ST RD,STE 1,FLUSHING,36081,Queens,NY,11355,40.756756,-73.830416,718,8868807,914,,,99999999,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,250,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"UnitedHealthcare of New York, Inc.",148,Quarter 1 2021,POINT (314320.25093471195 65540.98898037309),NPI-2
122,"13337 41ST AVE, FLUSHING, NY 11355",1497159560,AFC URGENT CARE BRONX,13337 41ST AVE,,FLUSHING,36081,Queens,NY,11355,40.757416,-73.831672,347,9966840,823,99999999,999999,4389204,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Amida Care, Inc.",11,Quarter 1 2021,POINT (314214.0490934415 65614.07620822696),NPI-2
127,"1349 BROADWAY, BROOKLYN, NY 11221",1992116701,AG URGENT CARE,1349 BROADWAY,,BROOKLYN,36047,Kings,NY,11221,40.690131,-73.922876,718,9752270,823,0,999999,3962998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,823,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Amida Care, Inc.",11,Quarter 1 2021,POINT (306519.1273910462 58131.385613800594),NPI-2
129,"135 MONTAGUE ST City Medical of Broo, BROOKLYN, NY 11201",1669905840,"CITY MEDICAL OF UPPER EAST SIDE, PLLC DBA CITYMD U",135 MONTAGUE ST,City Medical of Broo,BROOKLYN,36047,Kings,NY,11201,40.694796,-73.99378,646,3467918,823,99999999,999999,99999999,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"MetroPlus Health Plan, Inc.",66,Quarter 1 2021,POINT (300525.71525393584 58646.56160701416),NPI-2
131,"1350 BROADWAY, NEW YORK, NY 10018",1083814974,TAKE CARE MED HLTH NY PC,1350 BROADWAY,,NEW YORK,36061,New York,NY,10018,40.751269,-73.987496,888,5356963,823,,999999,88888888,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,823,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,"HealthPlus HP, LLC",128,Quarter 1 2021,POINT (301055.94630761235 64917.85968230894),NPI-2
128,"13525 79TH ST, HOWARD BEACH, NY 11414",1497159560,DIVINITY MEDICAL SERVICES PLLC,135 25 79TH ST,,HOWARD BEACH,36081,Queens,NY,11414,40.658287,-73.845931,917,9033885,250,,,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,Nippon Life Insurance Company of America: Aetna Signature Administrators (ASA) PPO Network,109,Quarter 1 2021,POINT (313029.3536769818 54603.78465046793),NPI-2
132,"13525 79TH ST, HOWARD BEACH, NY 11414",1285290775,CROSS ISLAND MEDICAL LLC,13525 79TH ST,,HOWARD BEACH,36081,Queens,NY,11414,40.6648,-73.8548,718,8653488,823,99999999,999999,99999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,999,999,999,999,999,,,,"Health Insurance Plan of Greater New York, Inc.",50,Quarter 1 2021,POINT (312278.11823105376 55325.753216817226),NPI-2
133,"1361 HYLAN BLVD, STATEN ISLAND, NY 10305",1366535494,MINUTECLINIC  THE MEDICAL CLINIC IN CVS/PHARMACY C,1361 HYLAN BLVD,,STATEN ISLAND,36085,Richmond,NY,10305,40.595522,-74.086289,866,3892727,823,99999999,999999,99999999,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,999,999,999,999,999,,,,"Health Insurance Plan of Greater New York, Inc.",50,Quarter 1 2021,POINT (292695.84028229874 47626.01022783845),NPI-2
136,"13617 39TH AVE Suite 1A, FLUSHING, NY 11354",1609254242,STAT MEDICAL SRVICES OF NY PLLC DBA HEALTHNEED MED,13617 39TH AVE,Suite 1A,FLUSHING,36081,Queens,NY,11354,40.760535,-73.829593,718,8881808,823,33D21428,00X320,4376918,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,28,200,201,283,325,482,524,611,754,780,798,823,902,903,905,915,916,925,929,930,932,935,936,937,1,0,0,0,0,0,0,0,0,999,999,999,999,999,,,,New York Quality Healthcare Corporation,44,Quarter 1 2021,POINT (314388.93128860055 65960.7760028745),NPI-2
